title,description,price,category,images,region,status,seller_id
Домашний суп,Готовим в день заказа. Можно разогреть и подавать сразу.,919.28,Напитки,"{""https://picsum.photos/seed/102a/800/600"",""https://picsum.photos/seed/102b/800/600""}",Нижний Новгород,APPROVED,fd841962-a541-4ecf-9c3b-51d429eb3b4a
Праздничный оладьи,Нежная текстура и яркий вкус. Подходит для праздников и повседневных обедов.,1917.22,Завтраки,"{""https://picsum.photos/seed/103a/800/600"",""https://picsum.photos/seed/103b/800/600""}",Екатеринбург,APPROVED,fd841962-a541-4ecf-9c3b-51d429eb3b4a
Нежный морс,"Приготовлено из свежих ингредиентов, без консервантов. Отлично подходит для семейного ужина.",1910.21,Выпечка,"{""https://picsum.photos/seed/104a/800/600"",""https://picsum.photos/seed/104b/800/600""}",Нижний Новгород,APPROVED,fd841962-a541-4ecf-9c3b-51d429eb3b4a
Сытный пирог,"Приготовлено из свежих ингредиентов, без консервантов. Отлично подходит для семейного ужина.",1922.45,Горячие блюда,"{""https://picsum.photos/seed/105a/800/600"",""https://picsum.photos/seed/105b/800/600""}",Новосибирск,APPROVED,fd841962-a541-4ecf-9c3b-51d429eb3b4a
Домашний хачапури,Традиционный рецепт и насыщенный вкус. Доставка в удобное время.,710.58,Напитки,"{""https://picsum.photos/seed/106a/800/600"",""https://picsum.photos/seed/106b/800/600""}",Санкт-Петербург,APPROVED,fd841962-a541-4ecf-9c3b-51d429eb3b4a
Сливочный пельмени,Готовим в день заказа. Можно разогреть и подавать сразу.,1793.74,Салаты,"{""https://picsum.photos/seed/107a/800/600"",""https://picsum.photos/seed/107b/800/600""}",Казань,APPROVED,fd841962-a541-4ecf-9c3b-51d429eb3b4a
Сливочный хачапури,"Приготовлено из свежих ингредиентов, без консервантов. Отлично подходит для семейного ужина.",1977.81,Закуски,"{""https://picsum.photos/seed/108a/800/600"",""https://picsum.photos/seed/108b/800/600""}",Екатеринбург,APPROVED,fd841962-a541-4ecf-9c3b-51d429eb3b4a
Нежный ризотто,"Приготовлено из свежих ингредиентов, без консервантов. Отлично подходит для семейного ужина.",2332.88,Заготовки,"{""https://picsum.photos/seed/109a/800/600"",""https://picsum.photos/seed/109b/800/600""}",Самара,APPROVED,fd841962-a541-4ecf-9c3b-51d429eb3b4a
Классический пельмени,"Приготовлено из свежих ингредиентов, без консервантов. Отлично подходит для семейного ужина.",1541.43,Горячие блюда,"{""https://picsum.photos/seed/110a/800/600"",""https://picsum.photos/seed/110b/800/600""}",Санкт-Петербург,APPROVED,fd841962-a541-4ecf-9c3b-51d429eb3b4a
Полезный хачапури,"Приготовлено из свежих ингредиентов, без консервантов. Отлично подходит для семейного ужина.",2021.13,Заготовки,"{""https://picsum.photos/seed/111a/800/600"",""https://picsum.photos/seed/111b/800/600""}",Москва,APPROVED,fd841962-a541-4ecf-9c3b-51d429eb3b4a
Праздничный лазанья,Готовим в день заказа. Можно разогреть и подавать сразу.,1704.58,Десерты,"{""https://picsum.photos/seed/112a/800/600"",""https://picsum.photos/seed/112b/800/600""}",Краснодар,APPROVED,fd841962-a541-4ecf-9c3b-51d429eb3b4a
Праздничный борщ,Готовим в день заказа. Можно разогреть и подавать сразу.,2082.48,Десерты,"{""https://picsum.photos/seed/113a/800/600"",""https://picsum.photos/seed/113b/800/600""}",Самара,APPROVED,fd841962-a541-4ecf-9c3b-51d429eb3b4a
Праздничный компот,Традиционный рецепт и насыщенный вкус. Доставка в удобное время.,1173.39,Полуфабрикаты,"{""https://picsum.photos/seed/114a/800/600"",""https://picsum.photos/seed/114b/800/600""}",Екатеринбург,APPROVED,fd841962-a541-4ecf-9c3b-51d429eb3b4a
Сливочный лазанья,Готовим в день заказа. Можно разогреть и подавать сразу.,1242.45,Заготовки,"{""https://picsum.photos/seed/115a/800/600"",""https://picsum.photos/seed/115b/800/600""}",Екатеринбург,APPROVED,fd841962-a541-4ecf-9c3b-51d429eb3b4a
Праздничный котлеты,"Приготовлено из свежих ингредиентов, без консервантов. Отлично подходит для семейного ужина.",805.48,Напитки,"{""https://picsum.photos/seed/116a/800/600"",""https://picsum.photos/seed/116b/800/600""}",Новосибирск,APPROVED,fd841962-a541-4ecf-9c3b-51d429eb3b4a
Фирменный ризотто,Сбалансированный состав и натуральные продукты. Порция на 2-3 человек.,1720.24,Салаты,"{""https://picsum.photos/seed/117a/800/600"",""https://picsum.photos/seed/117b/800/600""}",Москва,APPROVED,fd841962-a541-4ecf-9c3b-51d429eb3b4a
Фирменный панна-котта,Традиционный рецепт и насыщенный вкус. Доставка в удобное время.,1295.74,Салаты,"{""https://picsum.photos/seed/118a/800/600"",""https://picsum.photos/seed/118b/800/600""}",Екатеринбург,APPROVED,fd841962-a541-4ecf-9c3b-51d429eb3b4a
Праздничный суп,Сбалансированный состав и натуральные продукты. Порция на 2-3 человек.,1797.78,Супы,"{""https://picsum.photos/seed/119a/800/600"",""https://picsum.photos/seed/119b/800/600""}",Краснодар,APPROVED,fd841962-a541-4ecf-9c3b-51d429eb3b4a
Домашний гуляш,Традиционный рецепт и насыщенный вкус. Доставка в удобное время.,351.19,Завтраки,"{""https://picsum.photos/seed/120a/800/600"",""https://picsum.photos/seed/120b/800/600""}",Ростов-на-Дону,APPROVED,fd841962-a541-4ecf-9c3b-51d429eb3b4a
